root_rustsec_id,root_cve_id,root_target_crate,hop,upstream_crate,upstream_fix_version,upstream_fix_time,downstream_crate,downstream_version,downstream_time,lag_days,dep_req
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-monitoring3-cli,2.0.0+20210322,2021-04-02 14:15:28.592147 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-iam1,2.0.0+20210325,2021-04-02 00:19:14.147762 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudlatencytest2,2.0.0+20160309,2021-04-02 00:07:02.162052 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-fitness1,2.0.0+20210323,2021-04-02 00:11:04.297892 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-licensing1,2.0.0+20210329,2021-04-02 00:19:35.882358 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-groupssettings1-cli,2.0.0+20210325,2021-04-03 01:30:18.918956 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adexchangebuyer1d4,2.0.0+20210330,2021-04-01 15:53:07.182588 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-content2,2.0.0+20210325,2021-04-01 16:00:58.850138 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-webfonts1,2.0.0+20210326,2021-04-02 12:46:23.087590 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-webmasters3-cli,2.0.0+20190428,2021-04-03 01:35:44.742294 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-playmoviespartner1-cli,2.0.0+20170919,2021-04-02 13:33:36.864910 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-replicapoolupdater1_beta1-cli,2.0.0+20161003,2021-04-02 14:17:37.077326 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appsactivity1-cli,2.0.0+20200628,2021-04-02 14:10:53.966332 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-discovery1,2.0.0+20200806,2021-04-01 16:04:12.213920 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-safebrowsing4,2.0.0+20210330,2021-04-02 12:43:12.476726 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-spectrum1_explorer-cli,2.0.0+20170306,2021-04-02 14:19:28.943252 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-storage1,2.0.0+20210330,2021-04-02 12:44:50.998141 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-storagetransfer1,2.0.0+20210316,2021-04-02 12:44:54.921518 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-youtube3-cli,2.0.0+20210330,2021-04-03 01:35:53.653407 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-container1-cli,2.0.0+20210314,2021-04-02 13:06:17.193745 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-calendar3,2.0.0+20210327,2021-04-01 15:56:53.005744 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-manufacturers1,2.0.0+20210325,2021-04-02 00:30:48.086573 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-drive3,2.0.0+20210322,2021-04-02 00:10:16.918676 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pubsub1-cli,2.0.0+20210322,2021-04-02 13:35:32.529113 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appengine1,2.0.0+20210324,2021-04-01 15:55:09.494816 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-partners2,2.0.0+20180925,2021-04-02 00:31:40.523335 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-qpxexpress1,2.0.0+20160708,2021-04-02 12:42:13.530723 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-playmoviespartner1,2.0.0+20170919,2021-04-02 12:41:23.178512 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-deploymentmanager2,2.0.0+20210320,2021-04-01 16:02:06.461541 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-replicapool1_beta2-cli,2.0.0+20160512,2021-04-02 13:37:45.255482 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-licensing1-cli,2.0.0+20210329,2021-04-03 01:30:38.032994 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-firebasedynamiclinks1,2.0.0+20210329,2021-04-02 00:10:45.296415 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-taskqueue1_beta2-cli,2.0.0+20160428,2021-04-03 01:35:02.190639 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-reseller1_sandbox,2.0.0+20160329,2021-04-02 12:42:47.055490 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-safebrowsing4-cli,2.0.0+20210330,2021-04-03 01:33:16.219194 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-serviceregistryalpha-cli,2.0.0+20160401,2021-04-03 01:33:58.457164 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-books1-cli,2.0.0+20210326,2021-04-02 12:56:44.284974 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-clouddebugger2,2.0.0+20210326,2021-04-01 15:57:53.664092 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pubsub1_beta2,2.0.0+20210322,2021-04-02 12:42:04.432376 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-identitytoolkit3-cli,2.0.0+20180723,2021-04-02 13:25:52.208123 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appengine1_beta4-cli,2.0.0+20181005,2021-04-02 12:53:04.902062 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-tagmanager1,2.0.0+20210330,2021-04-02 12:45:08.375645 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-proximitybeacon1_beta1,2.0.0+20200127,2021-04-02 12:41:52.010183 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-people1-cli,2.0.0+20210330,2021-04-03 01:31:46.013628 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-tasks1-cli,2.0.0+20210329,2021-04-02 14:22:02.311087 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-bigquery2-cli,2.0.0+20210327,2021-04-02 12:54:45.613093 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-logging2,2.0.0+20210325,2021-04-02 00:19:46.244116 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adsensehost4d1,2.0.0+20200930,2021-04-01 15:53:43.340016 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-youtube3,2.0.0+20210330,2021-04-02 13:46:27.038493 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pubsub1_beta2-cli,2.0.0+20210322,2021-04-02 13:35:44.485749 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-replicapool1_beta2,2.0.0+20160512,2021-04-02 12:42:37.324801 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudtrace1-cli,2.0.0+20210319,2021-04-02 13:03:25.484823 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-genomics1-cli,2.0.0+20210324,2021-04-02 13:22:25.866033 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pagespeedonline2-cli,2.0.0+20191206,2021-04-03 01:31:32.934665 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-prediction1d6-cli,2.0.0+20160511,2021-04-03 01:32:09.137042 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pubsub1,2.0.0+20210322,2021-04-02 12:41:55.815928 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-plusdomains1,2.0.0+20190616,2021-04-02 12:41:33.533045 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-storagetransfer1-cli,2.0.0+20210316,2021-04-02 14:20:47.162288 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-surveys2-cli,2.0.0+20180508,2021-04-02 14:21:08.145230 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-webfonts1-cli,2.0.0+20210326,2021-04-03 01:35:37.774491 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appengine1_beta4,2.0.0+20181005,2021-04-01 15:55:15.460697 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-tagmanager1-cli,2.0.0+20210330,2021-04-03 01:34:56.795266 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-androidenterprise1,2.0.0+20210324,2021-04-01 15:54:25.439952 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-fitness1-cli,2.0.0+20210323,2021-04-02 13:20:58.047649 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-manager1_beta2,2.0.0+20140915,2021-04-02 00:30:39.344386 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudlatencytest2-cli,2.0.0+20160309,2021-04-02 13:00:42.185805 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appstate1-cli,2.0.0+20190627,2021-04-02 13:48:12.758147 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-plus1,2.0.0+20190616,2021-04-02 12:41:29.006703 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-firebasedynamiclinks1-cli,2.0.0+20210329,2021-04-02 14:13:05.276649 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-blogger3-cli,2.0.0+20210331,2021-04-02 12:56:24.242871 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-plusdomains1-cli,2.0.0+20190616,2021-04-03 01:31:57.001677 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-youtubereporting1,2.0.0+20210329,2021-04-02 12:46:52.223957 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-bigquery2,2.0.0+20210327,2021-04-01 15:55:56.942331 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-discovery1-cli,2.0.0+20200806,2021-04-02 13:14:38.273431 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-drive2,2.0.0+20210322,2021-04-02 00:10:13.525904 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-proximitybeacon1_beta1-cli,2.0.0+20200127,2021-04-03 01:32:21.952724 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-serviceregistryalpha,2.0.0+20160401,2021-04-02 12:44:00.454546 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-monitoring3,2.0.0+20210322,2021-04-02 00:31:09.719152 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudresourcemanager1_beta1-cli,2.0.0+20210328,2021-04-02 14:11:43.456827 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-compute1,2.0.0+20210316,2021-04-01 16:00:25.040310 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudresourcemanager1,2.0.0+20210328,2021-04-02 00:07:10.341038 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-logging2_beta1,2.0.0+20190325,2021-04-02 00:19:49.689758 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-dns1,2.0.0+20210319,2021-04-02 00:09:44.199103 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-customsearch1-cli,2.0.0+20210330,2021-04-02 13:07:35.006428 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-autoscaler1_beta2,2.0.0+20150629,2021-04-01 15:55:47.989574 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adexchangebuyer1d3-cli,2.0.0+20210330,2021-04-02 13:46:57.075224 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-gmail1,2.0.0+20210322,2021-04-02 00:11:36.628206 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-identitytoolkit3,2.0.0+20180723,2021-04-01 16:08:17.784635 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-people1,2.0.0+20210330,2021-04-02 12:41:07.836073 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-container1,2.0.0+20210314,2021-04-01 16:00:39.567326 UTC,1520,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adexchangebuyer1d4-cli,2.0.0+20210330,2021-04-02 14:09:48.160439 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-groupssettings1,2.0.0+20210325,2021-04-02 00:11:47.366428 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-androidpublisher2-cli,2.0.0+20200331,2021-04-02 12:51:45.043064 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-content2-cli,2.0.0+20210325,2021-04-02 13:06:58.728846 UTC,1521,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-reseller1_sandbox-cli,2.0.0+20160329,2021-04-03 01:32:51.705370 UTC,1522,^5.0
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-doubleclickbidmanager1,2.0.0+20210323,2021-04-01 16:05:12.098695 UTC,1520,^5.0
