rustsec_id,cve_id,severity,target_crate,fix_time,downstream_crates_with_history,affected_edges,locked_out_edges,break_rate_percent,affected_req_exact_pin,affected_req_has_upper_bound,affected_req_caret_0x,affected_req_other,unknown_req_unparseable
RUSTSEC-2016-0001,CVE-2016-10931,HIGH,openssl,2016-11-06 03:11:39.197825 UTC,76,76,68,89,0,0,63,13,0
RUSTSEC-2016-0002,CVE-2016-10932,MEDIUM,hyper,2016-05-09 22:32:27.496119 UTC,305,305,248,81,1,3,244,57,0
RUSTSEC-2017-0001,CVE-2017-1000168,MEDIUM,sodiumoxide,2017-01-26 20:21:04.734248 UTC,33,33,16,48,6,0,11,16,0
RUSTSEC-2017-0002,CVE-2017-18587,MEDIUM,hyper,2017-01-30 18:12:30.568041 UTC,602,601,99,16,3,5,538,55,0
RUSTSEC-2017-0003,CVE-2017-18588,MEDIUM,security-framework,2017-03-15 18:40:43.171170 UTC,9,9,0,0,0,0,8,1,0
RUSTSEC-2017-0004,CVE-2017-1000430,CRITICAL,base64,2017-05-03 06:14:14.791463 UTC,52,52,45,86,0,0,48,4,0
RUSTSEC-2017-0005,CVE-2017-18589,HIGH,cookie,2017-05-07 22:23:10.744907 UTC,24,7,0,0,0,0,6,1,0
RUSTSEC-2017-0006,RUSTSEC-2017-0006,UNKNOWN,rmpv,2019-10-09 20:05:12.752510 UTC,8,8,1,12,0,0,8,0,0
RUSTSEC-2018-0001,CVE-2018-20989,HIGH,untrusted,2018-06-21 19:53:57.960052 UTC,43,43,34,79,0,0,43,0,0
RUSTSEC-2018-0002,CVE-2018-20990,HIGH,tar,2018-06-29 19:40:58.522481 UTC,52,52,2,3,0,0,48,4,0
RUSTSEC-2018-0003,CVE-2018-20991,CRITICAL,smallvec,2018-07-20 17:21:49.659687 UTC,92,80,0,0,0,0,77,3,0
RUSTSEC-2018-0004,CVE-2018-20992,MEDIUM,claxon,2018-08-25 11:23:39.423370 UTC,2,2,0,0,0,0,2,0,0
RUSTSEC-2018-0005,RUSTSEC-2018-0005,UNKNOWN,serde_yaml,2018-09-15 20:15:48.566012 UTC,105,100,94,94,0,0,94,6,0
RUSTSEC-2018-0006,CVE-2018-20993,HIGH,yaml-rust,2018-09-15 19:32:57.874768 UTC,76,76,50,65,0,0,70,6,0
RUSTSEC-2018-0007,CVE-2018-20994,HIGH,trust-dns-proto,2018-10-10 14:05:35.228173 UTC,14,14,12,85,0,0,14,0,0
RUSTSEC-2018-0008,CVE-2018-20995,CRITICAL,slice-deque,2018-12-05 12:13:22.084259 UTC,5,5,0,0,0,0,5,0,0
RUSTSEC-2018-0009,CVE-2018-20996,CRITICAL,crossbeam,2018-07-25 15:45:02.251992 UTC,111,2,0,0,0,0,0,2,0
RUSTSEC-2018-0010,CVE-2018-20997,CRITICAL,openssl,2018-06-02 03:59:46.478806 UTC,168,51,0,0,0,0,39,12,0
RUSTSEC-2018-0011,CVE-2018-20998,CRITICAL,arrayfire,2018-09-27 13:19:00.010614 UTC,4,0,0,0,0,0,0,0,0
RUSTSEC-2018-0012,CVE-2018-20999,HIGH,orion,2018-12-22 21:19:14.102065 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2018-0013,CVE-2018-21000,CRITICAL,safe-transmute,2018-11-27 16:58:49.024775 UTC,2,1,1,100,0,0,1,0,0
RUSTSEC-2018-0018,CVE-2018-25023,INFO,smallvec,2019-11-05 16:37:21.384525 UTC,288,286,34,11,0,0,281,5,0
RUSTSEC-2018-0019,CVE-2018-25024,UNKNOWN,actix-web,2018-12-05 15:35:10.990617 UTC,48,48,13,27,2,1,43,2,0
RUSTSEC-2018-0020,CVE-2018-25001,MEDIUM,libpulse-binding,2018-12-22 17:28:30.609040 UTC,2,2,0,0,0,0,0,2,0
RUSTSEC-2018-0021,CVE-2018-25027,UNKNOWN,libpulse-binding,2018-06-15 16:16:38.952973 UTC,2,2,0,0,0,0,0,2,0
RUSTSEC-2018-0022,RUSTSEC-2018-0022,UNKNOWN,temporary,2022-02-20 10:56:31.296891 UTC,1,1,0,0,0,0,0,1,0
RUSTSEC-2019-0001,CVE-2019-15542,HIGH,ammonia,2019-04-27 18:38:04.596123 UTC,8,8,5,62,0,0,1,7,0
RUSTSEC-2019-0002,CVE-2019-15543,CRITICAL,slice-deque,2019-05-07 13:20:53.500437 UTC,7,7,7,100,0,0,7,0,0
RUSTSEC-2019-0003,CVE-2019-15544,HIGH,protobuf,2019-05-19 22:22:00.719361 UTC,133,130,13,10,2,3,0,125,0
RUSTSEC-2019-0004,CVE-2019-15545,HIGH,libp2p-core,2019-05-15 17:14:14.281326 UTC,18,18,0,0,0,0,18,0,0
RUSTSEC-2019-0007,CVE-2019-15549,HIGH,asn1_der,2019-06-13 15:26:10.968851 UTC,4,4,0,0,0,0,4,0,0
RUSTSEC-2019-0008,CVE-2019-15550,HIGH,simd-json,2019-06-24 10:50:48.396368 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2019-0009,CVE-2019-15551,CRITICAL,smallvec,2019-06-10 15:43:53.004277 UTC,211,177,0,0,0,0,171,6,0
RUSTSEC-2019-0010,CVE-2019-15552,CRITICAL,libflate,2019-07-02 11:51:51.043470 UTC,53,52,0,0,0,0,51,1,0
RUSTSEC-2019-0011,CVE-2019-15553,HIGH,memoffset,2019-07-14 17:55:52.278369 UTC,7,7,7,100,0,0,7,0,0
RUSTSEC-2019-0012,CVE-2019-15554,CRITICAL,smallvec,2019-06-10 15:43:53.004277 UTC,211,177,0,0,0,0,171,6,0
RUSTSEC-2019-0013,CVE-2019-16137,HIGH,spin,2019-08-27 18:37:09.141510 UTC,52,52,30,57,0,2,49,1,0
RUSTSEC-2019-0014,CVE-2019-16138,CRITICAL,image,2019-08-21 23:40:04.279947 UTC,341,296,184,62,2,3,273,18,0
RUSTSEC-2019-0015,CVE-2019-16139,CRITICAL,compact_arena,2019-07-14 13:05:25.723720 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2019-0016,CVE-2019-16140,CRITICAL,chttp,2018-02-02 05:46:40.160853 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2019-0017,CVE-2019-16141,HIGH,once_cell,2019-09-01 19:32:32.364001 UTC,34,21,21,100,0,0,20,1,0
RUSTSEC-2019-0018,CVE-2019-16142,CRITICAL,renderdoc,2019-05-18 17:48:02.976838 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2019-0019,CVE-2019-16143,CRITICAL,blake2,2019-08-25 22:36:55.725369 UTC,66,66,31,46,0,0,63,3,0
RUSTSEC-2019-0020,CVE-2019-16144,HIGH,generator,2019-09-06 03:28:51.334112 UTC,2,2,0,0,0,0,2,0,0
RUSTSEC-2019-0021,CVE-2019-16880,CRITICAL,linea,2018-08-29 22:39:49.507445 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2019-0022,CVE-2019-16881,CRITICAL,portaudio-rs,2019-06-11 12:53:11.206903 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2019-0023,CVE-2019-16882,HIGH,string-interner,2019-09-03 23:46:36.643127 UTC,7,7,0,0,0,0,7,0,0
RUSTSEC-2019-0024,RUSTSEC-2019-0024,UNKNOWN,rustsec-example-crate,2019-10-09 00:57:04.680011 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2019-0025,CVE-2019-25001,HIGH,serde_cbor,2019-10-03 18:27:12.522080 UTC,66,66,42,63,0,0,64,2,0
RUSTSEC-2019-0026,CVE-2019-25002,CRITICAL,sodiumoxide,2019-10-12 10:38:53.324953 UTC,74,74,44,59,6,0,51,17,0
RUSTSEC-2019-0027,CVE-2019-25003,HIGH,libsecp256k1,2019-10-03 21:24:34.245602 UTC,18,18,18,100,0,0,18,0,0
RUSTSEC-2019-0028,CVE-2019-25004,CRITICAL,flatbuffers,2020-01-30 21:59:18.423774 UTC,10,10,3,30,0,0,10,0,0
RUSTSEC-2019-0029,CVE-2019-25005,HIGH,chacha20,2019-10-23 16:31:38.288729 UTC,2,2,0,0,0,0,2,0,0
RUSTSEC-2019-0030,CVE-2019-25006,UNKNOWN,streebog,2019-11-06 11:51:25.801883 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2019-0033,CVE-2019-25008,HIGH,http,2019-11-26 18:27:09.067986 UTC,324,324,0,0,0,5,309,10,0
RUSTSEC-2019-0034,CVE-2019-25009,CRITICAL,http,2019-11-26 18:27:09.067986 UTC,324,324,0,0,0,5,309,10,0
RUSTSEC-2019-0035,CVE-2020-25576,CRITICAL,rand_core,2019-01-25 10:13:38.412651 UTC,30,30,6,20,1,4,25,0,0
RUSTSEC-2019-0037,CVE-2019-25054,MEDIUM,pnet,2020-11-27 19:27:55.705558 UTC,36,36,36,100,0,1,35,0,0
RUSTSEC-2019-0038,CVE-2019-25055,INFO,libpulse-binding,2019-03-11 19:11:29.155302 UTC,2,2,0,0,0,0,0,2,0
RUSTSEC-2020-0001,CVE-2020-35857,HIGH,trust-dns-server,2020-01-05 01:16:41.532163 UTC,3,2,1,50,0,0,2,0,0
RUSTSEC-2020-0002,CVE-2020-35858,CRITICAL,prost,2020-01-16 17:46:35.536706 UTC,72,72,64,88,0,0,71,1,0
RUSTSEC-2020-0004,CVE-2020-35859,CRITICAL,lucet-runtime-internals,2020-01-24 19:57:57.176261 UTC,5,5,3,60,3,0,2,0,0
RUSTSEC-2020-0006,CVE-2020-35861,HIGH,bumpalo,2020-03-24 21:12:40.961820 UTC,5,3,0,0,0,0,0,3,0
RUSTSEC-2020-0007,CVE-2020-35862,CRITICAL,bitvec,2020-03-27 21:38:50.726562 UTC,42,33,23,69,0,0,33,0,0
RUSTSEC-2020-0008,CVE-2020-35863,CRITICAL,hyper,2019-09-04 21:46:58.773153 UTC,1538,659,319,48,0,3,599,57,0
RUSTSEC-2020-0009,CVE-2020-35864,HIGH,flatbuffers,2021-05-19 20:27:39.088855 UTC,17,17,17,100,0,0,17,0,0
RUSTSEC-2020-0012,CVE-2020-35865,HIGH,os_str_bytes,2020-04-18 20:38:14.303117 UTC,3,3,3,100,0,0,1,2,0
RUSTSEC-2020-0014,CVE-2020-35866,UNKNOWN,rusqlite,2020-04-23 16:48:28.015884 UTC,150,150,146,97,0,0,143,7,0
RUSTSEC-2020-0017,CVE-2020-35874,HIGH,internment,2020-07-17 21:01:33.809778 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2020-0019,CVE-2020-35875,HIGH,tokio-rustls,2020-05-19 04:12:58.025612 UTC,69,49,1,2,0,0,49,0,0
RUSTSEC-2020-0024,CVE-2020-15093,HIGH,tough,2020-07-09 18:21:21.663578 UTC,2,2,1,50,0,0,2,0,0
RUSTSEC-2020-0026,CVE-2020-25573,CRITICAL,linked-hash-map,2020-05-06 17:17:17.671380 UTC,114,114,18,15,0,2,106,6,0
RUSTSEC-2020-0028,CVE-2020-35882,HIGH,rocket,2020-05-30 21:53:30.401869 UTC,149,116,0,0,0,1,115,0,0
RUSTSEC-2020-0029,CVE-2020-25016,CRITICAL,rgb,2020-07-06 17:47:55.089873 UTC,41,41,2,4,0,0,41,0,0
RUSTSEC-2020-0030,CVE-2020-35883,CRITICAL,mozwire,2020-08-17 19:41:08.536940 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0031,CVE-2020-35884,MEDIUM,tiny_http,2021-04-16 07:06:15.311698 UTC,47,43,25,58,2,0,36,5,0
RUSTSEC-2020-0039,CVE-2020-35892,UNKNOWN,simple-slab,2020-09-05 15:18:01.322277 UTC,2,2,2,100,0,0,2,0,0
RUSTSEC-2020-0040,CVE-2020-35894,HIGH,obstack,2020-09-04 19:25:10.566584 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0041,CVE-2020-25791,HIGH,sized-chunks,2021-02-14 10:36:18.685590 UTC,2,2,0,0,0,0,2,0,0
RUSTSEC-2020-0042,CVE-2020-35895,CRITICAL,stack,2020-09-24 17:28:36.042834 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0044,CVE-2020-35897,MEDIUM,atom,2020-10-06 08:15:43.461819 UTC,8,8,0,0,0,0,8,0,0
RUSTSEC-2020-0045,CVE-2020-35898,CRITICAL,actix-utils,2020-08-24 08:28:21.066483 UTC,17,17,17,100,0,0,4,13,0
RUSTSEC-2020-0046,CVE-2020-35899,MEDIUM,actix-service,2020-08-09 15:22:04.000044 UTC,57,57,19,33,0,0,19,38,0
RUSTSEC-2020-0048,CVE-2020-35901,HIGH,actix-http,2020-02-27 05:55:00.649604 UTC,45,45,45,100,0,0,26,19,0
RUSTSEC-2020-0049,CVE-2020-35902,CRITICAL,actix-codec,2020-08-19 10:07:49.259703 UTC,23,23,23,100,0,0,23,0,0
RUSTSEC-2020-0050,CVE-2020-35903,MEDIUM,dync,2020-10-13 05:36:30.106980 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2020-0052,CVE-2020-15254,UNKNOWN,crossbeam-channel,2020-09-06 11:32:45.793590 UTC,399,229,0,0,0,1,220,8,0
RUSTSEC-2020-0059,CVE-2020-35905,MEDIUM,futures-util,2020-10-23 18:04:48.706192 UTC,380,376,7,1,2,1,369,4,0
RUSTSEC-2020-0060,CVE-2020-35906,HIGH,futures-task,2020-10-05 18:41:41.056220 UTC,16,16,0,0,0,0,16,0,0
RUSTSEC-2020-0061,CVE-2020-35907,MEDIUM,futures-task,2020-05-08 23:14:39.892837 UTC,13,13,0,0,0,0,13,0,0
RUSTSEC-2020-0062,CVE-2020-35908,MEDIUM,futures-util,2020-02-04 00:18:58.967225 UTC,123,119,6,5,1,1,117,0,0
RUSTSEC-2020-0068,CVE-2020-35909,HIGH,multihash,2020-08-21 09:06:45.151477 UTC,29,29,20,68,11,0,16,2,0
RUSTSEC-2020-0069,CVE-2020-28247,MEDIUM,lettre,2020-11-11 16:52:22.637454 UTC,19,17,0,0,0,0,16,1,0
RUSTSEC-2020-0070,CVE-2020-35910,INFO,lock_api,2020-11-18 02:04:05.657630 UTC,35,35,22,62,1,0,34,0,0
RUSTSEC-2020-0071,CVE-2020-26235,MEDIUM,time,2020-11-17 22:15:18.302912 UTC,1125,1125,917,81,2,3,1011,109,0
RUSTSEC-2020-0072,CVE-2020-35915,MEDIUM,futures-intrusive,2020-11-20 06:21:45.152345 UTC,15,15,15,100,0,1,14,0,0
RUSTSEC-2020-0073,CVE-2020-35916,MEDIUM,image,2020-11-18 21:04:16.204386 UTC,601,601,369,61,6,4,567,24,0
RUSTSEC-2020-0074,CVE-2020-35917,MEDIUM,pyo3,2020-11-28 20:08:11.363394 UTC,77,25,7,28,1,2,20,2,0
RUSTSEC-2020-0075,CVE-2020-35918,MEDIUM,branca,2020-11-29 13:50:33.933455 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2020-0078,CVE-2020-35919,MEDIUM,net2,2020-11-27 20:11:23.778416 UTC,129,129,3,2,3,2,113,11,0
RUSTSEC-2020-0079,CVE-2020-35919,MEDIUM,socket2,2020-11-11 12:48:58.443722 UTC,65,65,3,4,1,0,63,1,0
RUSTSEC-2020-0080,CVE-2020-35921,MEDIUM,miow,2020-11-27 22:40:22.201982 UTC,17,16,3,18,0,1,13,2,0
RUSTSEC-2020-0081,CVE-2020-35922,MEDIUM,mio,2020-11-16 14:39:21.860126 UTC,332,42,0,0,0,0,37,5,0
RUSTSEC-2020-0082,CVE-2020-35923,MEDIUM,ordered-float,2020-12-06 19:45:45.742231 UTC,139,137,33,24,2,4,27,104,0
RUSTSEC-2020-0087,CVE-2020-35924,MEDIUM,try-mutex,2020-11-16 19:53:19.750978 UTC,2,2,2,100,0,0,2,0,0
RUSTSEC-2020-0088,CVE-2020-35925,MEDIUM,magnetic,2020-12-02 03:15:23.899056 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0089,CVE-2020-35926,MEDIUM,nanorand,2020-12-07 12:43:47.857595 UTC,4,4,3,75,0,0,4,0,0
RUSTSEC-2020-0091,CVE-2020-35711,HIGH,arc-swap,2020-12-11 17:56:52.042241 UTC,50,44,1,2,0,0,33,11,0
RUSTSEC-2020-0092,CVE-2020-35928,MEDIUM,concread,2020-11-17 03:05:02.745120 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2020-0093,CVE-2020-26281,UNKNOWN,async-h1,2020-12-18 00:58:27.800247 UTC,13,13,2,15,0,0,0,13,0
RUSTSEC-2020-0094,CVE-2020-36203,MEDIUM,reffers,2021-08-21 05:40:10.143448 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0096,CVE-2020-36204,MEDIUM,im,2022-04-29 14:12:56.603719 UTC,79,77,27,35,4,0,0,73,0
RUSTSEC-2020-0098,CVE-2020-36206,HIGH,rusb,2021-01-15 11:21:20.709219 UTC,21,21,21,100,0,0,21,0,0
RUSTSEC-2020-0100,CVE-2020-36434,CRITICAL,sys-info,2021-01-25 05:57:02.469911 UTC,43,43,42,97,1,1,40,1,0
RUSTSEC-2020-0101,CVE-2020-36208,HIGH,conquer-once,2021-01-04 14:12:12.400613 UTC,2,2,1,50,0,0,1,1,0
RUSTSEC-2020-0102,CVE-2020-36209,HIGH,late-static,2020-11-12 17:58:49.647 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2020-0103,CVE-2020-36210,HIGH,autorand,2021-01-20 03:55:25.912607 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0104,CVE-2020-36211,HIGH,gfwx,2020-01-21 22:39:11.185318 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0105,CVE-2020-36212,HIGH,abi_stable,2020-12-22 02:16:41.919500 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2020-0106,CVE-2020-36214,MEDIUM,multiqueue2,2020-12-20 07:24:52.827025 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2020-0107,CVE-2020-36215,HIGH,hashconsing,2020-11-17 14:16:22.519417 UTC,1,1,0,0,0,0,0,1,0
RUSTSEC-2020-0108,CVE-2020-36216,MEDIUM,eventio,2021-01-20 00:53:26.387249 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0111,CVE-2020-36217,MEDIUM,may_queue,2021-04-01 09:53:57.979820 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2020-0112,CVE-2020-36218,MEDIUM,buttplug,2021-01-02 22:58:15.120279 UTC,3,3,2,66,0,0,2,1,0
RUSTSEC-2020-0114,CVE-2020-36220,MEDIUM,va-ts,2021-01-21 19:08:33.350810 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0115,CVE-2020-36435,HIGH,ruspiro-singleton,2020-11-16 22:32:50.408736 UTC,7,7,6,85,0,0,7,0,0
RUSTSEC-2020-0116,CVE-2020-36436,HIGH,unicycle,2021-01-24 06:58:48.995690 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0117,CVE-2020-36437,HIGH,conqueue,2021-01-24 20:33:32.307907 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0118,CVE-2020-36438,HIGH,tiny_future,2020-12-08 16:52:54.134919 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2020-0119,CVE-2020-36439,HIGH,ticketed_lock,2021-01-25 00:08:49.440725 UTC,2,2,2,100,0,0,2,0,0
RUSTSEC-2020-0120,CVE-2020-36440,HIGH,libsbc,2021-01-25 02:13:26.340299 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0121,CVE-2020-36441,HIGH,abox,2021-01-25 13:20:28.714428 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2020-0122,CVE-2020-36442,HIGH,beef,2021-01-26 21:17:10.399333 UTC,12,12,12,100,0,0,12,0,0
RUSTSEC-2020-0123,CVE-2020-36443,CRITICAL,libp2p-deflate,2021-01-27 12:30:45.219063 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2020-0127,CVE-2020-36447,HIGH,v9,2021-03-01 23:57:01.929092 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0129,CVE-2020-36449,HIGH,kekbit,2021-05-10 07:19:27.070195 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0132,CVE-2020-36452,CRITICAL,array-tools,2021-02-22 13:02:09.299230 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0135,CVE-2020-36455,HIGH,slock,2022-11-27 06:15:42.001267 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0137,CVE-2020-36457,HIGH,lever,2021-02-01 11:02:01.343246 UTC,4,4,0,0,0,0,4,0,0
RUSTSEC-2020-0142,CVE-2020-36462,HIGH,syncpool,2021-02-02 16:16:01.308740 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2020-0145,CVE-2020-36464,HIGH,heapless,2021-03-02 14:52:46.667261 UTC,103,103,93,90,1,0,102,0,0
RUSTSEC-2020-0146,CVE-2020-36465,HIGH,generic-array,2021-03-02 13:08:18.590471 UTC,271,153,0,0,0,2,146,5,0
RUSTSEC-2020-0151,CVE-2020-36471,MEDIUM,generator,2021-03-30 08:20:02.459302 UTC,5,5,5,100,0,0,4,1,0
RUSTSEC-2020-0152,CVE-2020-36472,MEDIUM,max7301,2021-03-30 21:42:33.138172 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0157,CVE-2020-13759,HIGH,vm-memory,2020-05-28 14:58:29.869111 UTC,1,1,0,0,0,0,0,1,0
RUSTSEC-2020-0159,RUSTSEC-2020-0159,UNKNOWN,chrono,2022-08-04 14:44:48.644811 UTC,5764,5764,187,3,15,24,5561,164,0
RUSTSEC-2020-0160,RUSTSEC-2020-0160,UNKNOWN,shamir,2020-01-21 08:26:44.489879 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0161,RUSTSEC-2020-0161,INFO,array-macro,2020-05-07 16:36:02.267728 UTC,5,5,0,0,0,0,0,5,0
RUSTSEC-2020-0164,RUSTSEC-2020-0164,INFO,cell-project,2022-08-08 15:49:47.340064 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0165,RUSTSEC-2020-0165,INFO,mozjpeg,2020-07-06 18:08:27.388033 UTC,2,2,0,0,0,0,2,0,0
RUSTSEC-2020-0166,RUSTSEC-2020-0166,INFO,personnummer,2021-11-01 17:47:11.138694 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2020-0167,RUSTSEC-2020-0167,MEDIUM,pnet_packet,2020-11-27 19:25:59.709932 UTC,10,10,8,80,0,2,8,0,0
RUSTSEC-2021-0001,CVE-2020-26297,MEDIUM,mdbook,2021-01-04 15:06:58.768011 UTC,38,38,22,57,1,1,35,1,0
RUSTSEC-2021-0003,CVE-2021-25900,CRITICAL,smallvec,2021-01-08 17:33:49.972521 UTC,542,508,3,0,2,18,136,352,0
RUSTSEC-2021-0004,CVE-2021-25901,MEDIUM,lazy-init,2020-08-22 18:01:34.117396 UTC,6,6,6,100,0,0,6,0,0
RUSTSEC-2021-0005,CVE-2021-25902,HIGH,glsl-layout,2021-01-11 08:49:40.501436 UTC,12,12,12,100,0,0,12,0,0
RUSTSEC-2021-0007,CVE-2021-25904,HIGH,av-data,2021-01-18 21:48:15.444944 UTC,5,5,5,100,0,0,5,0,0
RUSTSEC-2021-0008,CVE-2021-25905,CRITICAL,bra,2021-01-03 15:05:45.188156 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2021-0009,CVE-2021-25906,HIGH,basic_dsp_matrix,2021-01-11 08:35:42.482377 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2021-0010,CVE-2021-25907,CRITICAL,containers,2021-01-12 19:08:33.095216 UTC,6,6,2,33,0,1,5,0,0
RUSTSEC-2021-0012,CVE-2021-26305,CRITICAL,cdr,2021-01-24 08:28:30.722093 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2021-0013,CVE-2021-26306,UNKNOWN,raw-cpuid,2021-01-21 18:42:56.546842 UTC,25,25,25,100,0,0,0,25,0
RUSTSEC-2021-0014,CVE-2021-26308,HIGH,marc,2021-01-27 10:20:23.921770 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2021-0015,CVE-2021-26951,CRITICAL,calamine,2021-02-03 13:43:03.115633 UTC,16,16,16,100,0,0,16,0,0
RUSTSEC-2021-0016,CVE-2021-26952,HIGH,ms3d,2021-01-29 20:23:11.465228 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2021-0017,CVE-2021-26953,HIGH,postscript,2021-01-31 10:03:32.404436 UTC,3,3,3,100,0,0,3,0,0
RUSTSEC-2021-0018,CVE-2021-26954,MEDIUM,qwutils,2021-02-04 13:12:42.922589 UTC,2,2,1,50,0,0,2,0,0
RUSTSEC-2021-0020,CVE-2021-21299,HIGH,hyper,2021-02-18 03:02:44.417073 UTC,2020,721,2,0,2,5,660,54,0
RUSTSEC-2021-0021,CVE-2021-27376,CRITICAL,nb-connect,2021-02-14 10:55:15.368972 UTC,2,2,0,0,0,0,0,2,0
RUSTSEC-2021-0022,CVE-2021-27377,CRITICAL,yottadb,2021-02-15 00:10:43.542422 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2021-0023,CVE-2021-27378,CRITICAL,rand_core,2021-02-14 09:26:07.419245 UTC,213,34,0,0,0,1,33,0,0
RUSTSEC-2021-0026,CVE-2021-27671,MEDIUM,comrak,2021-02-12 11:17:51.998904 UTC,35,35,32,91,0,2,33,0,0
RUSTSEC-2021-0027,CVE-2021-28027,CRITICAL,bam,2021-02-17 02:46:06.067363 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2021-0028,CVE-2021-28028,UNKNOWN,toodee,2021-02-20 03:39:45.130291 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2021-0029,CVE-2021-28030,HIGH,truetype,2021-02-18 08:04:54.720143 UTC,2,2,0,0,0,0,2,0,0
RUSTSEC-2021-0030,CVE-2021-28031,CRITICAL,scratchpad,2021-02-19 10:05:16.077633 UTC,0,0,0,0,0,0,0,0,0
