rustsec_id,cve_id,severity,target_crate,fix_time,downstream_crates_with_history,affected_edges,locked_out_edges,break_rate_percent,affected_req_exact_pin,affected_req_has_upper_bound,affected_req_caret_0x,affected_req_other,unknown_req_unparseable
RUSTSEC-2023-0052,RUSTSEC-2023-0052,HIGH,webpki,2023-09-30 19:55:39.508148 UTC,228,228,132,57,1,2,222,3,0
RUSTSEC-2023-0053,RUSTSEC-2023-0053,HIGH,rustls-webpki,2023-08-22 08:52:30.021769 UTC,21,21,0,0,0,0,21,0,0
RUSTSEC-2023-0055,RUSTSEC-2023-0055,INFO,lexical,2024-09-14 22:59:42.652156 UTC,52,52,52,100,0,0,0,52,0
RUSTSEC-2023-0056,CVE-2023-41051,LOW,vm-memory,2023-08-29 13:28:11.682345 UTC,26,26,15,57,0,0,24,2,0
RUSTSEC-2023-0057,RUSTSEC-2023-0057,INFO,inventory,2021-11-10 04:55:18.999125 UTC,44,44,43,97,1,1,37,5,0
RUSTSEC-2023-0058,RUSTSEC-2023-0058,INFO,inventory,2021-11-10 04:55:18.999125 UTC,44,44,43,97,1,1,37,5,0
RUSTSEC-2023-0060,CVE-2023-4863,UNKNOWN,libwebp-sys2,2023-09-12 23:59:20.255778 UTC,4,4,0,0,0,0,4,0,0
RUSTSEC-2023-0061,CVE-2023-4863,UNKNOWN,libwebp-sys,2023-09-13 06:53:23.802213 UTC,2,2,0,0,0,0,2,0,0
RUSTSEC-2023-0062,CVE-2023-39914,HIGH,bcder,2023-09-13 09:26:06.795857 UTC,11,11,3,27,0,0,11,0,0
RUSTSEC-2023-0063,CVE-2023-42805,HIGH,quinn-proto,2023-09-20 21:19:50.278634 UTC,33,33,8,24,0,0,33,0,0
RUSTSEC-2023-0064,CVE-2023-53158,UNKNOWN,gix-transport,2023-09-25 06:29:25.724368 UTC,3,0,0,0,0,0,0,0,0
RUSTSEC-2023-0065,CVE-2023-43669,HIGH,tungstenite,2023-09-23 00:34:51.099547 UTC,240,240,218,90,4,0,231,5,0
RUSTSEC-2023-0068,CVE-2024-21530,MEDIUM,cocoon,2023-10-17 14:48:25.544573 UTC,2,2,2,100,0,0,2,0,0
RUSTSEC-2023-0069,CVE-2023-42456,LOW,sudo-rs,2023-09-21 14:41:32.268588 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2023-0070,RUSTSEC-2023-0070,UNKNOWN,self_cell,2023-11-11 09:44:18.736323 UTC,21,21,0,0,0,0,6,15,0
RUSTSEC-2023-0072,RUSTSEC-2023-0072,INFO,openssl,2023-11-23 02:01:15.764432 UTC,1172,1172,96,8,4,3,1120,45,0
RUSTSEC-2023-0073,CVE-2023-6245,HIGH,candid,2023-10-17 19:26:52.957311 UTC,118,72,0,0,0,0,72,0,0
RUSTSEC-2023-0074,RUSTSEC-2023-0074,UNKNOWN,zerocopy,2023-12-14 00:41:13.578339 UTC,133,133,2,1,2,1,130,0,0
RUSTSEC-2023-0075,RUSTSEC-2023-0075,INFO,unsafe-libyaml,2023-12-14 22:32:41.475376 UTC,4,4,0,0,0,0,4,0,0
RUSTSEC-2023-0077,CVE-2023-53157,UNKNOWN,rosenpass,2023-11-18 22:17:48.019045 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2023-0078,RUSTSEC-2023-0078,INFO,tracing,2023-10-19 01:05:24.833936 UTC,4882,4875,0,0,0,2,4815,58,0
RUSTSEC-2023-0080,CVE-2023-53156,UNKNOWN,transpose,2024-02-20 03:58:36.169021 UTC,18,18,0,0,0,0,18,0,0
RUSTSEC-2023-0082,CVE-2023-42444,HIGH,phonenumber,2023-09-19 10:44:45.112126 UTC,17,17,0,0,0,0,17,0,0
RUSTSEC-2023-0083,CVE-2023-42447,HIGH,blurhash,2023-09-19 11:34:47.811068 UTC,2,2,2,100,0,0,2,0,0
RUSTSEC-2023-0086,RUSTSEC-2023-0086,INFO,lexical-core,2024-09-14 22:59:33.317862 UTC,42,42,40,95,0,1,39,2,0
RUSTSEC-2023-0087,RUSTSEC-2023-0087,INFO,simd-json-derive,2023-10-14 17:24:35.147113 UTC,4,4,4,100,0,0,4,0,0
RUSTSEC-2023-0090,CVE-2023-26489,CRITICAL,wasmtime,2023-03-08 19:14:36.615697 UTC,88,87,58,66,0,0,35,52,0
RUSTSEC-2023-0091,CVE-2023-41880,LOW,wasmtime,2023-09-14 21:35:42.346369 UTC,111,111,82,73,0,1,31,79,0
RUSTSEC-2023-0092,CVE-2023-30624,LOW,wasmtime,2023-04-27 16:57:57.431063 UTC,96,96,69,71,0,0,33,63,0
RUSTSEC-2023-0093,CVE-2023-27477,LOW,wasmtime,2023-03-08 19:14:36.615697 UTC,88,87,58,66,0,0,35,52,0
RUSTSEC-2023-0095,CVE-2023-3766,MEDIUM,odoh-rs,2023-07-14 21:07:13.650009 UTC,2,2,1,50,1,0,0,1,0
RUSTSEC-2023-0096,CVE-2023-42811,MEDIUM,aes-gcm,2023-09-21 22:41:40.418319 UTC,203,115,0,0,0,0,113,2,0
RUSTSEC-2024-0001,RUSTSEC-2024-0001,INFO,ferris-says,2022-11-01 16:26:43.796556 UTC,11,6,6,100,0,0,6,0,0
RUSTSEC-2024-0002,CVE-2023-50711,MEDIUM,vmm-sys-util,2024-01-02 11:28:45.316679 UTC,30,30,26,86,0,0,26,4,0
RUSTSEC-2024-0003,RUSTSEC-2024-0003,UNKNOWN,h2,2024-01-17 19:56:05.204537 UTC,66,66,9,13,0,0,65,1,0
RUSTSEC-2024-0005,RUSTSEC-2024-0005,INFO,threadalone,2024-01-22 01:54:56.402465 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2024-0006,CVE-2024-58266,UNKNOWN,shlex,2024-01-22 05:15:15.585884 UTC,155,155,31,20,0,0,29,126,0
RUSTSEC-2024-0007,RUSTSEC-2024-0007,INFO,rust-i18n-support,2024-01-23 01:36:20.831733 UTC,4,4,0,0,0,0,0,4,0
RUSTSEC-2024-0008,CVE-2024-23644,UNKNOWN,trillium-client,2024-01-24 01:11:19.380080 UTC,3,3,0,0,0,0,3,0,0
RUSTSEC-2024-0009,CVE-2024-23644,UNKNOWN,trillium-http,2024-01-24 00:59:42.488720 UTC,13,13,1,7,0,0,13,0,0
RUSTSEC-2024-0010,CVE-2024-21491,UNKNOWN,svix,2024-02-06 17:46:43.678080 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2024-0011,CVE-2024-58265,UNKNOWN,snow,2024-01-24 07:22:53.177904 UTC,38,38,17,44,1,0,37,0,0
RUSTSEC-2024-0012,CVE-2024-58264,UNKNOWN,serde-json-wasm,2024-01-23 16:56:03.745854 UTC,37,37,16,43,1,0,26,10,0
RUSTSEC-2024-0013,RUSTSEC-2024-0013,HIGH,libgit2-sys,2024-02-07 04:01:02.087063 UTC,9,9,7,77,0,0,9,0,0
RUSTSEC-2024-0016,RUSTSEC-2024-0016,UNKNOWN,libdav1d-sys,2024-02-18 17:31:33.141925 UTC,3,3,3,100,0,0,3,0,0
RUSTSEC-2024-0017,CVE-2024-27284,INFO,cassandra-cpp,2024-02-28 11:52:11.347660 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2024-0019,CVE-2024-27308,UNKNOWN,mio,2024-03-01 20:46:43.682089 UTC,496,217,67,30,2,1,205,9,0
RUSTSEC-2024-0020,RUSTSEC-2024-0020,UNKNOWN,whoami,2024-03-04 04:41:46.704274 UTC,212,208,22,10,0,1,18,189,0
RUSTSEC-2024-0021,RUSTSEC-2024-0021,UNKNOWN,eyre,2024-01-31 16:44:06.544480 UTC,556,552,0,0,0,2,536,14,0
RUSTSEC-2024-0332,RUSTSEC-2024-0332,UNKNOWN,h2,2024-04-03 18:03:53.095955 UTC,73,73,9,12,0,0,70,3,0
RUSTSEC-2024-0335,CVE-2024-32884,UNKNOWN,gix-transport,2024-04-13 12:32:39.791744 UTC,4,4,4,100,0,0,4,0,0
RUSTSEC-2024-0336,CVE-2024-32650,HIGH,rustls,2024-04-19 15:22:37.293251 UTC,807,807,379,46,6,3,788,10,0
RUSTSEC-2024-0338,CVE-2024-58263,UNKNOWN,cosmwasm-std,2024-04-24 09:20:13.406009 UTC,576,519,2,0,0,0,0,519,0
RUSTSEC-2024-0339,CVE-2024-35312,UNKNOWN,tor-circmgr,2024-05-15 15:52:44.521836 UTC,7,5,0,0,0,0,5,0,0
RUSTSEC-2024-0340,CVE-2024-35312,UNKNOWN,tor-circmgr,2024-05-15 15:52:44.521836 UTC,7,5,0,0,0,0,5,0,0
RUSTSEC-2024-0341,CVE-2024-28854,HIGH,tls-listener,2024-03-15 06:29:18.456263 UTC,7,7,7,100,0,0,7,0,0
RUSTSEC-2024-0342,CVE-2024-34063,UNKNOWN,vodozemac,2024-05-06 12:48:37.226955 UTC,4,3,3,100,0,0,3,0,0
RUSTSEC-2024-0343,CVE-2024-36400,CRITICAL,nano-id,2024-06-02 22:29:57.341488 UTC,2,2,2,100,0,0,2,0,0
RUSTSEC-2024-0344,CVE-2024-58262,UNKNOWN,curve25519-dalek,2024-06-18 19:20:35.007627 UTC,285,285,200,70,8,4,8,265,0
RUSTSEC-2024-0345,CVE-2024-58261,UNKNOWN,sequoia-openpgp,2024-06-26 13:53:44.348709 UTC,63,59,0,0,0,0,0,59,0
RUSTSEC-2024-0346,RUSTSEC-2024-0346,UNKNOWN,zerovec-derive,2024-06-24 17:40:55.708730 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2024-0347,RUSTSEC-2024-0347,UNKNOWN,zerovec,2024-06-24 17:41:07.581465 UTC,40,40,6,15,0,0,40,0,0
RUSTSEC-2024-0348,CVE-2024-35186,HIGH,gix-index,2024-05-22 11:49:38.866490 UTC,5,5,5,100,0,0,5,0,0
RUSTSEC-2024-0349,CVE-2024-35186,HIGH,gix-worktree,2024-05-22 11:49:50.207746 UTC,6,6,6,100,0,0,6,0,0
RUSTSEC-2024-0350,CVE-2024-35186,HIGH,gix-fs,2024-05-22 11:47:58.786581 UTC,13,13,13,100,0,0,13,0,0
RUSTSEC-2024-0351,CVE-2024-35197,MEDIUM,gix-ref,2024-05-22 11:49:08.889979 UTC,3,3,3,100,0,0,3,0,0
RUSTSEC-2024-0352,CVE-2024-35197,MEDIUM,gix-index,2024-05-22 11:49:38.866490 UTC,5,5,5,100,0,0,5,0,0
RUSTSEC-2024-0353,CVE-2024-35197,MEDIUM,gix-worktree,2024-05-22 11:49:50.207746 UTC,6,6,6,100,0,0,6,0,0
RUSTSEC-2024-0354,CVE-2024-40640,UNKNOWN,vodozemac,2024-07-17 12:31:55.134820 UTC,4,4,4,100,0,0,4,0,0
RUSTSEC-2024-0355,CVE-2024-40644,MEDIUM,gix-path,2024-07-18 06:33:42.673623 UTC,26,26,0,0,0,0,26,0,0
RUSTSEC-2024-0356,CVE-2024-40648,UNKNOWN,matrix-sdk-crypto,2024-07-18 15:13:03.706757 UTC,5,5,2,40,0,0,5,0,0
RUSTSEC-2024-0357,RUSTSEC-2024-0357,UNKNOWN,openssl,2024-07-21 16:28:56.252033 UTC,1383,1383,102,7,10,2,1329,42,0
RUSTSEC-2024-0358,CVE-2024-41178,LOW,object_store,2024-07-21 09:53:54.466047 UTC,116,115,60,52,0,1,113,1,0
RUSTSEC-2024-0359,RUSTSEC-2024-0359,INFO,gix-attributes,2024-07-23 18:25:08.468085 UTC,7,7,1,14,0,0,7,0,0
RUSTSEC-2024-0360,RUSTSEC-2024-0360,INFO,xmp_toolkit,2024-07-26 05:38:16.840934 UTC,1,1,0,0,0,0,0,1,0
RUSTSEC-2024-0361,RUSTSEC-2024-0361,UNKNOWN,cosmwasm-vm,2024-08-08 16:24:36.423656 UTC,10,9,3,33,0,0,3,6,0
RUSTSEC-2024-0362,RUSTSEC-2024-0362,UNKNOWN,alloy-json-abi,2024-07-08 12:55:14.544246 UTC,25,25,7,28,0,0,25,0,0
RUSTSEC-2024-0363,RUSTSEC-2024-0363,UNKNOWN,sqlx,2024-08-24 07:20:14.953687 UTC,784,784,712,90,5,4,753,22,0
RUSTSEC-2024-0365,RUSTSEC-2024-0365,UNKNOWN,diesel,2024-08-23 08:23:25.162330 UTC,432,432,240,55,1,6,14,411,0
RUSTSEC-2024-0366,RUSTSEC-2024-0366,UNKNOWN,cosmwasm-vm,2024-01-10 10:13:37.293558 UTC,9,8,3,37,0,0,3,5,0
RUSTSEC-2024-0367,CVE-2024-45305,LOW,gix-path,2024-08-22 18:26:16.608619 UTC,26,26,0,0,0,0,26,0,0
RUSTSEC-2024-0369,CVE-2024-39697,HIGH,phonenumber,2024-07-09 13:30:10.805150 UTC,22,20,0,0,0,0,20,0,0
RUSTSEC-2024-0371,CVE-2024-45405,MEDIUM,gix-path,2024-09-06 05:49:12.134704 UTC,26,26,0,0,0,0,26,0,0
RUSTSEC-2024-0372,CVE-2024-7884,HIGH,ic-cdk,2024-08-16 20:33:25.271588 UTC,108,63,0,0,0,0,63,0,0
RUSTSEC-2024-0373,CVE-2024-45311,HIGH,quinn-proto,2024-09-02 08:58:07.921231 UTC,40,6,0,0,0,0,6,0,0
RUSTSEC-2024-0374,RUSTSEC-2024-0374,UNKNOWN,ouch,2021-11-04 00:06:37.247926 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2024-0376,CVE-2024-47609,UNKNOWN,tonic,2024-09-26 17:09:14.101852 UTC,1456,659,5,0,2,0,652,5,0
RUSTSEC-2024-0377,RUSTSEC-2024-0377,UNKNOWN,dbn,2024-10-01 22:05:18.599127 UTC,2,2,2,100,1,0,1,0,0
RUSTSEC-2024-0378,CVE-2024-9979,UNKNOWN,pyo3,2024-10-12 06:18:40.316970 UTC,760,134,7,5,3,2,110,19,0
RUSTSEC-2024-0391,RUSTSEC-2024-0391,UNKNOWN,paillier-zk,2024-07-18 08:07:35.296378 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2024-0392,RUSTSEC-2024-0392,UNKNOWN,cggmp21-keygen,2024-07-18 08:11:25.067722 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2024-0393,RUSTSEC-2024-0393,UNKNOWN,cggmp21,2024-07-18 08:14:35.335831 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2024-0399,CVE-2024-11738,UNKNOWN,rustls,2024-11-22 18:30:43.748856 UTC,1010,335,3,0,0,1,328,6,0
RUSTSEC-2024-0400,RUSTSEC-2024-0400,UNKNOWN,ruzstd,2024-11-28 10:18:25.148617 UTC,27,11,0,0,0,0,11,0,0
RUSTSEC-2024-0401,RUSTSEC-2024-0401,MEDIUM,zlib-rs,2024-11-14 11:21:13.529462 UTC,2,2,2,100,0,0,2,0,0
RUSTSEC-2024-0402,RUSTSEC-2024-0402,UNKNOWN,hashbrown,2024-11-04 18:38:59.965750 UTC,1229,104,0,0,0,0,94,10,0
RUSTSEC-2024-0404,RUSTSEC-2024-0404,INFO,anstream,2024-01-16 21:45:02.870837 UTC,30,30,11,36,0,0,30,0,0
RUSTSEC-2024-0405,RUSTSEC-2024-0405,UNKNOWN,rustyscript,2024-07-18 16:56:37.651305 UTC,1,0,0,0,0,0,0,0,0
RUSTSEC-2024-0406,CVE-2024-4435,MEDIUM,ic-stable-structures,2024-04-22 10:59:43.896653 UTC,23,21,0,0,0,0,21,0,0
RUSTSEC-2024-0407,RUSTSEC-2024-0407,INFO,linkme,2024-03-06 05:07:42.615769 UTC,47,47,16,34,0,0,46,1,0
RUSTSEC-2024-0408,RUSTSEC-2024-0408,INFO,pprof,2024-11-08 06:28:56.250073 UTC,40,40,40,100,0,0,39,1,0
RUSTSEC-2024-0409,RUSTSEC-2024-0409,UNKNOWN,pyo3,2024-12-03 22:33:59.777016 UTC,800,58,6,10,2,7,30,19,0
RUSTSEC-2024-0421,CVE-2024-12224,UNKNOWN,idna,2024-06-10 12:50:44.400175 UTC,86,86,85,98,1,1,82,2,0
RUSTSEC-2024-0424,RUSTSEC-2024-0424,INFO,libafl,2023-12-21 11:58:36.871301 UTC,8,8,1,12,0,0,8,0,0
RUSTSEC-2024-0428,RUSTSEC-2024-0428,INFO,kvm-ioctls,2024-12-10 14:01:28.622439 UTC,10,10,6,60,0,0,8,2,0
RUSTSEC-2024-0429,RUSTSEC-2024-0429,INFO,glib,2024-07-10 15:12:25.745274 UTC,355,220,210,95,0,0,210,10,0
RUSTSEC-2024-0431,RUSTSEC-2024-0431,INFO,xous,2023-09-12 08:25:28.770336 UTC,12,12,0,0,0,0,12,0,0
RUSTSEC-2024-0432,RUSTSEC-2024-0432,UNKNOWN,rage,2024-12-18 15:27:26.841110 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2024-0433,RUSTSEC-2024-0433,UNKNOWN,age,2024-12-18 15:27:04.650999 UTC,25,23,0,0,0,0,22,1,0
RUSTSEC-2024-0434,CVE-2024-52813,INFO,matrix-sdk-crypto,2024-11-19 13:14:12.895800 UTC,5,5,5,100,0,0,5,0,0
RUSTSEC-2024-0437,CVE-2025-53605,UNKNOWN,protobuf,2025-03-10 14:07:03.378871 UTC,552,552,387,70,84,7,0,461,0
RUSTSEC-2024-0438,CVE-2024-51745,UNKNOWN,wasmtime,2024-11-05 19:21:06.752371 UTC,196,196,145,73,2,6,30,158,0
RUSTSEC-2024-0439,CVE-2024-47813,LOW,wasmtime,2024-10-09 17:43:18.837212 UTC,191,58,13,22,1,5,0,52,0
RUSTSEC-2024-0440,CVE-2024-47763,MEDIUM,wasmtime,2024-10-09 17:43:18.837212 UTC,191,46,1,2,1,4,0,41,0
RUSTSEC-2024-0441,CVE-2024-30266,LOW,wasmtime,2024-04-02 19:12:01.189672 UTC,159,21,0,0,0,1,0,20,0
RUSTSEC-2024-0442,RUSTSEC-2024-0442,INFO,wasmtime-jit-debug,2024-08-20 15:19:02.729666 UTC,5,5,5,100,5,0,0,0,0
RUSTSEC-2024-0443,RUSTSEC-2024-0443,INFO,webp,2025-08-29 13:50:38.559495 UTC,42,42,16,38,0,0,42,0,0
RUSTSEC-2024-0445,CVE-2024-51756,UNKNOWN,cap-primitives,2024-11-05 16:21:40.804571 UTC,9,9,1,11,0,0,1,8,0
RUSTSEC-2024-0446,CVE-2024-41815,HIGH,starship,2024-07-27 09:20:17.851844 UTC,3,0,0,0,0,0,0,0,0
RUSTSEC-2024-0447,CVE-2024-53856,HIGH,pgp,2024-12-05 11:01:48.817789 UTC,34,34,21,61,0,0,33,1,0
RUSTSEC-2025-0001,CVE-2025-22620,MEDIUM,gix-worktree-state,2025-01-18 15:55:09.037691 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2025-0002,RUSTSEC-2025-0002,UNKNOWN,fast-float2,2024-10-31 05:38:45.192458 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0004,CVE-2025-24898,UNKNOWN,openssl,2025-02-02 18:04:54.089937 UTC,1543,1543,105,6,13,2,1485,43,0
RUSTSEC-2025-0005,RUSTSEC-2025-0005,UNKNOWN,grcov,2024-10-14 14:45:05.455379 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0006,RUSTSEC-2025-0006,UNKNOWN,hickory-proto,2025-02-07 22:56:20.103124 UTC,41,37,5,13,5,0,31,1,0
RUSTSEC-2025-0008,RUSTSEC-2025-0008,UNKNOWN,openh264-sys2,2025-02-24 10:12:56.498884 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2025-0009,CVE-2025-4432,UNKNOWN,ring,2025-03-06 00:53:52.281195 UTC,1092,1092,675,61,13,4,1055,20,0
RUSTSEC-2025-0015,CVE-2025-53604,UNKNOWN,web-push,2025-02-16 17:10:36.817153 UTC,3,3,1,33,0,0,3,0,0
RUSTSEC-2025-0016,RUSTSEC-2025-0016,UNKNOWN,pared,2025-03-13 13:49:58.720375 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0019,RUSTSEC-2025-0019,INFO,array-init-cursor,2025-03-29 14:58:24.285075 UTC,1,1,0,0,0,0,1,0,0
RUSTSEC-2025-0020,RUSTSEC-2025-0020,UNKNOWN,pyo3,2025-03-31 21:06:18.192069 UTC,914,914,836,91,10,14,863,27,0
RUSTSEC-2025-0021,CVE-2025-31130,MEDIUM,gix-features,2025-04-04 01:59:42.580212 UTC,26,26,26,100,0,0,26,0,0
RUSTSEC-2025-0022,RUSTSEC-2025-0022,UNKNOWN,openssl,2025-04-04 12:52:48.999808 UTC,1599,1506,12,0,12,2,1455,37,0
RUSTSEC-2025-0023,RUSTSEC-2025-0023,INFO,tokio,2025-04-03 17:39:33.970097 UTC,21538,21179,1220,5,91,16,1044,20028,0
RUSTSEC-2025-0024,CVE-2025-4574,UNKNOWN,crossbeam-channel,2025-04-08 21:27:41.106342 UTC,1479,1191,0,0,0,3,1172,16,0
RUSTSEC-2025-0027,RUSTSEC-2025-0027,INFO,mp3-metadata,2025-04-28 12:54:11.352743 UTC,6,6,6,100,0,0,6,0,0
RUSTSEC-2025-0032,RUSTSEC-2025-0032,INFO,redox_uefi_std,2025-05-02 12:58:34.781498 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0037,CVE-2025-4366,UNKNOWN,pingora-core,2025-05-09 22:26:49.080730 UTC,16,16,16,100,0,0,16,0,0
RUSTSEC-2025-0041,CVE-2025-48937,MEDIUM,matrix-sdk-crypto,2025-06-10 10:41:32.108200 UTC,6,4,1,25,0,0,4,0,0
RUSTSEC-2025-0042,RUSTSEC-2025-0042,INFO,static-alloc,2025-07-10 23:11:12.815757 UTC,8,8,0,0,0,0,8,0,0
RUSTSEC-2025-0043,CVE-2025-53549,UNKNOWN,matrix-sdk-sqlite,2025-07-10 13:20:19.096156 UTC,1,1,1,100,0,0,1,0,0
RUSTSEC-2025-0045,RUSTSEC-2025-0045,INFO,static_cell,2025-06-22 20:37:49.363445 UTC,32,28,0,0,0,0,0,28,0
RUSTSEC-2025-0046,CVE-2025-53901,LOW,wasmtime,2025-07-18 17:48:18.543751 UTC,242,167,119,71,3,5,0,159,0
RUSTSEC-2025-0047,CVE-2025-55159,UNKNOWN,slab,2025-08-08 07:40:58.273018 UTC,528,500,0,0,0,0,496,4,0
RUSTSEC-2025-0050,RUSTSEC-2025-0050,UNKNOWN,id-map,2025-08-14 20:16:50.908792 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0051,RUSTSEC-2025-0051,INFO,xcb,2025-08-15 08:02:22.084565 UTC,91,91,43,47,0,0,42,49,0
RUSTSEC-2025-0054,RUSTSEC-2025-0054,UNKNOWN,array-queue,2025-09-01 04:46:04.896804 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0055,CVE-2025-58160,UNKNOWN,tracing-subscriber,2025-08-29 19:10:29.115195 UTC,5207,5207,254,4,15,1,5137,54,0
RUSTSEC-2025-0062,RUSTSEC-2025-0062,UNKNOWN,toodee,2024-12-29 01:45:39.925400 UTC,4,4,4,100,0,0,4,0,0
RUSTSEC-2025-0063,RUSTSEC-2025-0063,UNKNOWN,fast-able,2024-11-17 02:11:59.315162 UTC,2,2,0,0,0,0,0,2,0
RUSTSEC-2025-0065,CVE-2025-59047,UNKNOWN,matrix-sdk-base,2025-09-10 09:13:52.219211 UTC,9,9,5,55,0,0,9,0,0
RUSTSEC-2025-0070,CVE-2025-8671,UNKNOWN,pingora-core,2025-08-15 20:41:40.216650 UTC,20,20,20,100,0,0,20,0,0
RUSTSEC-2025-0071,RUSTSEC-2025-0071,UNKNOWN,ammonia,2025-09-22 01:14:23.579729 UTC,74,74,5,6,0,2,1,71,0
RUSTSEC-2025-0073,CVE-2025-62370,HIGH,alloy-dyn-abi,2025-10-14 13:58:22.705972 UTC,25,25,8,32,1,0,12,12,0
RUSTSEC-2025-0105,RUSTSEC-2025-0105,INFO,direct_ring_buffer,2025-10-19 18:19:46.792760 UTC,2,2,0,0,0,0,2,0,0
RUSTSEC-2025-0106,RUSTSEC-2025-0106,INFO,orx-pinned-vec,2025-10-20 13:55:10.242760 UTC,14,14,1,7,0,0,0,14,0
RUSTSEC-2025-0107,RUSTSEC-2025-0107,INFO,borrowck_sacrifices,2025-10-15 13:30:40.949116 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0110,CVE-2025-62518,HIGH,astral-tokio-tar,2025-10-21 14:26:42.426426 UTC,4,4,0,0,0,0,4,0,0
RUSTSEC-2025-0112,CVE-2025-62711,UNKNOWN,wasmtime,2025-10-24 21:38:27.552851 UTC,272,24,0,0,0,0,0,24,0
RUSTSEC-2025-0118,CVE-2025-64345,LOW,wasmtime,2025-11-11 18:18:26.740777 UTC,286,286,218,76,6,6,30,244,0
RUSTSEC-2025-0125,CVE-2025-65947,HIGH,thread-amount,2025-11-21 17:06:57.401863 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0126,RUSTSEC-2025-0126,UNKNOWN,nftnl,2025-11-26 12:35:17.762888 UTC,2,2,2,100,0,0,2,0,0
RUSTSEC-2025-0128,CVE-2025-66017,UNKNOWN,cggmp24,2025-11-24 11:16:18.043454 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0129,CVE-2025-66016,UNKNOWN,cggmp21,2025-11-24 10:46:28.228234 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0130,CVE-2025-66016,UNKNOWN,cggmp24,2025-11-24 11:16:18.043454 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0132,RUSTSEC-2025-0132,UNKNOWN,maxminddb,2025-11-28 18:53:52.358925 UTC,46,46,46,100,0,0,46,0,0
RUSTSEC-2025-0133,RUSTSEC-2025-0133,UNKNOWN,libcrux-intrinsics,2025-11-05 14:29:34.815532 UTC,4,4,1,25,1,0,3,0,0
RUSTSEC-2025-0135,CVE-2025-66622,UNKNOWN,matrix-sdk-base,2025-12-04 09:50:34.702845 UTC,9,9,9,100,0,0,9,0,0
RUSTSEC-2025-0136,CVE-2025-67897,MEDIUM,sequoia-openpgp,2025-11-10 12:05:34.158838 UTC,83,83,41,49,0,0,4,79,0
RUSTSEC-2025-0137,RUSTSEC-2025-0137,UNKNOWN,ruint,2025-12-26 16:58:21.096770 UTC,71,71,2,2,2,0,0,69,0
RUSTSEC-2025-0138,CVE-2025-48935,UNKNOWN,deno,2025-03-21 05:37:25.341270 UTC,3,0,0,0,0,0,0,0,0
RUSTSEC-2025-0139,CVE-2025-69257,HIGH,theshit,2025-12-30 19:08:17.795841 UTC,0,0,0,0,0,0,0,0,0
RUSTSEC-2025-0140,RUSTSEC-2025-0140,UNKNOWN,gix-date,2025-12-31 19:56:56.318456 UTC,15,15,15,100,0,0,15,0,0
RUSTSEC-2026-0001,RUSTSEC-2026-0001,UNKNOWN,rkyv,2026-01-06 01:37:16.350033 UTC,397,397,17,4,12,1,383,1,0
RUSTSEC-2026-0002,RUSTSEC-2026-0002,INFO,lru,2026-01-07 12:18:27.791031 UTC,802,601,420,69,1,1,594,5,0
